epoch,train_loss
1,0.5774727155579631
2,0.539476676083071
3,0.5250054176060717
4,0.5183424165969492
5,0.5146235707603467
6,0.5129053002921715
7,0.509695404085699
8,0.5117233939722803
9,0.5040251932535141
10,0.5042318382217187
11,0.5046045975976435
12,0.49754865079064076
13,0.49945242572060733
14,0.49684764199701537
15,0.49352939644810473
16,0.49097667342213575
17,0.4938119673690612
18,0.49413671424151234
19,0.48936393852019233
20,0.48494031565365686
