window_key,window_label,stdorToU,failure_rate,failure_rate_pct
drift_2013,2013 tariff-shift period,Overall,0.025,2.5
drift_2013,2013 tariff-shift period,Std,0.016666666666666666,1.6666666666666667
drift_2013,2013 tariff-shift period,ToU,0.02857142857142857,2.857142857142857
post_2014,2014 post-drift (Jan-Feb only),Overall,0.1,10.0
post_2014,2014 post-drift (Jan-Feb only),Std,0.05,5.0
post_2014,2014 post-drift (Jan-Feb only),ToU,0.12142857142857143,12.142857142857142
pre_2011_2012,2011-2012 pre-drift,Overall,0.055,5.5
pre_2011_2012,2011-2012 pre-drift,Std,0.016666666666666666,1.6666666666666667
pre_2011_2012,2011-2012 pre-drift,ToU,0.07142857142857142,7.142857142857142
