window_key,window_label,LCLid,stdorToU,adf_statistic,p_value,failed_adf
drift_2013,2013 tariff-shift period,MAC000395,ToU,-9.870927384673834,3.996870591021648e-17,False
drift_2013,2013 tariff-shift period,MAC000451,ToU,-5.947391570004804,2.1877554259543402e-07,False
drift_2013,2013 tariff-shift period,MAC000470,ToU,-7.152439903505135,3.115889464243915e-10,False
drift_2013,2013 tariff-shift period,MAC000523,ToU,-7.736058709028823,1.092920919495679e-11,False
drift_2013,2013 tariff-shift period,MAC000561,ToU,-14.087268103234507,2.761242166038372e-26,False
drift_2013,2013 tariff-shift period,MAC000587,ToU,-3.915934084548213,0.0019206607081313123,False
drift_2013,2013 tariff-shift period,MAC000617,ToU,-5.529887002006064,1.7974956064147587e-06,False
drift_2013,2013 tariff-shift period,MAC000628,ToU,-2.814846492175481,0.056184147329204424,True
drift_2013,2013 tariff-shift period,MAC000640,ToU,-10.745177492196582,2.753471184777761e-19,False
drift_2013,2013 tariff-shift period,MAC000681,ToU,-7.3563714261556825,9.756244115011502e-11,False
drift_2013,2013 tariff-shift period,MAC000755,ToU,-11.737457843187743,1.2974596130385565e-21,False
drift_2013,2013 tariff-shift period,MAC000772,ToU,-8.833557226440524,1.7434752227857024e-14,False
drift_2013,2013 tariff-shift period,MAC000817,ToU,-3.4270135219749354,0.010071738195032112,False
drift_2013,2013 tariff-shift period,MAC000828,ToU,-5.135125492376877,1.1909538129657297e-05,False
drift_2013,2013 tariff-shift period,MAC000895,ToU,-9.926330019109532,2.900421275914629e-17,False
drift_2013,2013 tariff-shift period,MAC000935,ToU,-13.987514788331799,4.072130785169844e-26,False
drift_2013,2013 tariff-shift period,MAC000937,ToU,-10.097968844317544,1.0782041263392144e-17,False
drift_2013,2013 tariff-shift period,MAC000939,ToU,-10.322671546182285,2.9807735120709275e-18,False
drift_2013,2013 tariff-shift period,MAC000945,ToU,-13.075615478605943,1.9168977069064333e-24,False
drift_2013,2013 tariff-shift period,MAC000985,ToU,-6.6801955154095465,4.361854144522739e-09,False
drift_2013,2013 tariff-shift period,MAC001012,ToU,-5.419761658548128,3.0780794328799907e-06,False
drift_2013,2013 tariff-shift period,MAC001030,ToU,-3.948290746685977,0.0017068412427964483,False
drift_2013,2013 tariff-shift period,MAC001091,ToU,-2.6294387157110193,0.08706423152038822,True
drift_2013,2013 tariff-shift period,MAC001105,ToU,-6.505422475612669,1.1343622826376541e-08,False
drift_2013,2013 tariff-shift period,MAC001110,ToU,-2.3587814902455952,0.15370945763287963,True
drift_2013,2013 tariff-shift period,MAC001143,ToU,-16.155799565891222,4.5195398225319246e-29,False
drift_2013,2013 tariff-shift period,MAC001182,ToU,-6.378617874276614,2.2511654412749737e-08,False
drift_2013,2013 tariff-shift period,MAC001228,ToU,-12.402315551814265,4.531954564414924e-23,False
drift_2013,2013 tariff-shift period,MAC001318,ToU,-4.95154390924026,2.7652812907980603e-05,False
drift_2013,2013 tariff-shift period,MAC001372,ToU,-12.305752408812808,7.278196432394098e-23,False
drift_2013,2013 tariff-shift period,MAC001383,ToU,-24.616793054464438,0.0,False
drift_2013,2013 tariff-shift period,MAC001437,ToU,-4.2233130407601625,0.0006015195638405721,False
drift_2013,2013 tariff-shift period,MAC001495,ToU,-3.6151144755786215,0.005478559651285977,False
drift_2013,2013 tariff-shift period,MAC001556,ToU,-6.1041424339334585,9.675523962896778e-08,False
drift_2013,2013 tariff-shift period,MAC001715,ToU,-4.156681890669154,0.0007794271337725312,False
drift_2013,2013 tariff-shift period,MAC001756,ToU,-14.57994069646215,4.485427894865154e-27,False
drift_2013,2013 tariff-shift period,MAC001770,ToU,-6.792772366303476,2.3417436204341906e-09,False
drift_2013,2013 tariff-shift period,MAC001773,ToU,-12.721801367466492,9.790929876455745e-24,False
drift_2013,2013 tariff-shift period,MAC001806,ToU,-11.288532282911794,1.398393429998547e-20,False
drift_2013,2013 tariff-shift period,MAC001823,ToU,-6.958456818593127,9.29688189489955e-10,False
drift_2013,2013 tariff-shift period,MAC001826,ToU,-10.583408539205744,6.813205716633384e-19,False
drift_2013,2013 tariff-shift period,MAC001853,ToU,-3.808863483501161,0.0028179207353474156,False
drift_2013,2013 tariff-shift period,MAC001855,ToU,-9.282925954411237,1.237167207428757e-15,False
drift_2013,2013 tariff-shift period,MAC002040,ToU,-5.776752051471114,5.23784850903624e-07,False
drift_2013,2013 tariff-shift period,MAC002046,ToU,-7.81845995764847,6.770073549874295e-12,False
drift_2013,2013 tariff-shift period,MAC002052,ToU,-6.896152654613781,1.3173273973368091e-09,False
drift_2013,2013 tariff-shift period,MAC002073,ToU,-8.327130242938887,3.446383711255339e-13,False
drift_2013,2013 tariff-shift period,MAC002102,ToU,-4.816453372449812,5.0578502715498315e-05,False
drift_2013,2013 tariff-shift period,MAC002182,ToU,-7.726020589037375,1.1584857040624276e-11,False
drift_2013,2013 tariff-shift period,MAC002222,ToU,-12.860055479334134,5.133139835270605e-24,False
drift_2013,2013 tariff-shift period,MAC002238,ToU,-9.053874818076688,4.7590836046732224e-15,False
drift_2013,2013 tariff-shift period,MAC002265,ToU,-8.216049722604712,6.619872111378848e-13,False
drift_2013,2013 tariff-shift period,MAC002280,ToU,-7.084433492283378,4.577232611671706e-10,False
drift_2013,2013 tariff-shift period,MAC002281,ToU,-7.053861757704619,5.438578334135965e-10,False
drift_2013,2013 tariff-shift period,MAC002357,ToU,-6.08232917526195,1.0847111392050446e-07,False
drift_2013,2013 tariff-shift period,MAC002418,ToU,-11.443989038782115,6.081460894898082e-21,False
drift_2013,2013 tariff-shift period,MAC002448,ToU,-9.600916346585453,1.921708990426585e-16,False
drift_2013,2013 tariff-shift period,MAC002490,ToU,-5.895900808865244,2.851999236898623e-07,False
drift_2013,2013 tariff-shift period,MAC002496,ToU,-8.404442037808847,2.186827228052762e-13,False
drift_2013,2013 tariff-shift period,MAC002552,ToU,-8.703780461458441,3.7476514358322766e-14,False
drift_2013,2013 tariff-shift period,MAC002574,ToU,-9.040144265397247,5.159916629359909e-15,False
drift_2013,2013 tariff-shift period,MAC002602,ToU,-4.167027107663012,0.0007488929940404065,False
drift_2013,2013 tariff-shift period,MAC002672,ToU,-5.441677038778421,2.7673213264038757e-06,False
drift_2013,2013 tariff-shift period,MAC002798,ToU,-11.772605979759993,1.0809882095624727e-21,False
drift_2013,2013 tariff-shift period,MAC002848,ToU,-7.267254819867679,1.6228124706357706e-10,False
drift_2013,2013 tariff-shift period,MAC002891,ToU,-6.316066664019342,3.1483949036372666e-08,False
drift_2013,2013 tariff-shift period,MAC002930,ToU,-7.516128358661755,3.899043655339607e-11,False
drift_2013,2013 tariff-shift period,MAC002932,ToU,-6.879293987939271,1.4472691009250766e-09,False
drift_2013,2013 tariff-shift period,MAC002963,ToU,-8.140611565721612,1.030599448054016e-12,False
drift_2013,2013 tariff-shift period,MAC002985,ToU,-8.48172941616524,1.3872954013473831e-13,False
drift_2013,2013 tariff-shift period,MAC003068,ToU,-11.172361040154627,2.6212809581690336e-20,False
drift_2013,2013 tariff-shift period,MAC003099,ToU,-11.625920302050435,2.3238768126988333e-21,False
drift_2013,2013 tariff-shift period,MAC003145,ToU,-11.792895243277261,9.731268858090848e-22,False
drift_2013,2013 tariff-shift period,MAC003151,ToU,-10.562171499150685,7.678129925838422e-19,False
drift_2013,2013 tariff-shift period,MAC003175,ToU,-8.770351807907993,2.53090102890924e-14,False
drift_2013,2013 tariff-shift period,MAC003272,ToU,-7.875424817435159,4.858604969936217e-12,False
drift_2013,2013 tariff-shift period,MAC003298,ToU,-2.2914477938648883,0.17474106561311264,True
drift_2013,2013 tariff-shift period,MAC003315,ToU,-8.289498400696687,4.299850022250126e-13,False
drift_2013,2013 tariff-shift period,MAC003333,ToU,-5.691604260874126,8.047342326628504e-07,False
drift_2013,2013 tariff-shift period,MAC003360,ToU,-5.689557165364838,8.130428725715614e-07,False
drift_2013,2013 tariff-shift period,MAC003387,ToU,-12.744213589669917,8.81142545190783e-24,False
drift_2013,2013 tariff-shift period,MAC003390,ToU,-7.3537503652864205,9.903645420827655e-11,False
drift_2013,2013 tariff-shift period,MAC003396,ToU,-17.512291487350385,4.3286072857010246e-30,False
drift_2013,2013 tariff-shift period,MAC003419,ToU,-6.118873517603699,8.955547513853989e-08,False
drift_2013,2013 tariff-shift period,MAC003541,ToU,-8.054225552646248,1.7096097026629935e-12,False
drift_2013,2013 tariff-shift period,MAC003617,ToU,-8.118603460063014,1.1725312781788125e-12,False
drift_2013,2013 tariff-shift period,MAC003634,ToU,-3.0563751659484923,0.02995463573206926,False
drift_2013,2013 tariff-shift period,MAC003648,ToU,-9.481572921448615,3.8601998435957433e-16,False
drift_2013,2013 tariff-shift period,MAC003679,ToU,-14.45350903063176,7.034878669381782e-27,False
drift_2013,2013 tariff-shift period,MAC003682,ToU,-7.574032589056703,2.7922262883740327e-11,False
drift_2013,2013 tariff-shift period,MAC003738,ToU,-6.97233882462449,8.600746938435119e-10,False
drift_2013,2013 tariff-shift period,MAC003769,ToU,-7.966949953593109,2.848117403915693e-12,False
drift_2013,2013 tariff-shift period,MAC003848,ToU,-4.328813881757229,0.0003958535212374846,False
drift_2013,2013 tariff-shift period,MAC003895,ToU,-7.773584981520015,8.78881091247626e-12,False
drift_2013,2013 tariff-shift period,MAC003911,ToU,-7.967087785394995,2.8458249156668174e-12,False
drift_2013,2013 tariff-shift period,MAC003973,ToU,-4.009640867274252,0.0013608617244932166,False
drift_2013,2013 tariff-shift period,MAC004000,ToU,-5.059078934210794,1.6933160110108326e-05,False
drift_2013,2013 tariff-shift period,MAC004100,ToU,-6.6645593151381854,4.753614991674782e-09,False
drift_2013,2013 tariff-shift period,MAC004144,ToU,-4.810450011461352,5.193708539141129e-05,False
drift_2013,2013 tariff-shift period,MAC004152,ToU,-7.720953822570162,1.1930504864708152e-11,False
drift_2013,2013 tariff-shift period,MAC004155,ToU,-8.568463177162135,8.32187900557994e-14,False
drift_2013,2013 tariff-shift period,MAC004184,ToU,-5.73145522813812,6.585610978089678e-07,False
drift_2013,2013 tariff-shift period,MAC004258,ToU,-7.821336239810926,6.6576954947529805e-12,False
drift_2013,2013 tariff-shift period,MAC004331,ToU,-7.650667602343667,1.7929147285909836e-11,False
drift_2013,2013 tariff-shift period,MAC004374,ToU,-8.906479609731079,1.1342362221749845e-14,False
drift_2013,2013 tariff-shift period,MAC004396,ToU,-13.072927733410937,1.9402617479248707e-24,False
drift_2013,2013 tariff-shift period,MAC004400,ToU,-4.778403504983556,5.9802660438618935e-05,False
drift_2013,2013 tariff-shift period,MAC004408,ToU,-10.330097281583079,2.857369048376456e-18,False
drift_2013,2013 tariff-shift period,MAC004506,ToU,-6.972056683750435,8.614368143211005e-10,False
drift_2013,2013 tariff-shift period,MAC004525,ToU,-11.734412814682146,1.318174103500724e-21,False
drift_2013,2013 tariff-shift period,MAC004606,ToU,-7.267840528854243,1.6174055989318052e-10,False
drift_2013,2013 tariff-shift period,MAC004709,ToU,-10.817297730954131,1.8432625254730138e-19,False
drift_2013,2013 tariff-shift period,MAC004751,ToU,-5.474213618416085,2.3615134808207927e-06,False
drift_2013,2013 tariff-shift period,MAC004762,ToU,-8.804364176434389,2.070965587170999e-14,False
drift_2013,2013 tariff-shift period,MAC004821,ToU,-5.9710899202562135,1.9354927794034247e-07,False
drift_2013,2013 tariff-shift period,MAC004827,ToU,-14.906960534780783,1.4779547026075418e-27,False
drift_2013,2013 tariff-shift period,MAC004851,ToU,-11.435417968535809,6.365566527259776e-21,False
drift_2013,2013 tariff-shift period,MAC004965,ToU,-7.252670935663802,1.7633739617492557e-10,False
drift_2013,2013 tariff-shift period,MAC005022,ToU,-3.107686295875649,0.02598957264459711,False
drift_2013,2013 tariff-shift period,MAC005069,ToU,-14.104794474788125,2.5808654803242702e-26,False
drift_2013,2013 tariff-shift period,MAC005070,ToU,-3.7261056552744276,0.0037605843531245222,False
drift_2013,2013 tariff-shift period,MAC005080,ToU,-6.0555073756636455,1.2479762523991885e-07,False
drift_2013,2013 tariff-shift period,MAC005083,ToU,-6.076565445716646,1.1179252557550096e-07,False
drift_2013,2013 tariff-shift period,MAC005124,ToU,-7.821476326239519,6.652269890216688e-12,False
drift_2013,2013 tariff-shift period,MAC005162,ToU,-6.622878934871804,5.975695752902899e-09,False
drift_2013,2013 tariff-shift period,MAC005250,ToU,-3.798463011658454,0.002923079598318684,False
drift_2013,2013 tariff-shift period,MAC005321,ToU,-8.410032458603485,2.1160362085505225e-13,False
drift_2013,2013 tariff-shift period,MAC005341,ToU,-4.86940679398413,3.998530831541446e-05,False
drift_2013,2013 tariff-shift period,MAC005429,ToU,-7.382039617616408,8.422985037073446e-11,False
drift_2013,2013 tariff-shift period,MAC005449,ToU,-5.866834361559212,3.3103386583494363e-07,False
drift_2013,2013 tariff-shift period,MAC005498,ToU,-7.297792144007787,1.3634741199656054e-10,False
drift_2013,2013 tariff-shift period,MAC005537,ToU,-6.845399259516912,1.7480721088593496e-09,False
drift_2013,2013 tariff-shift period,MAC005538,ToU,-12.843184573434232,5.550781832541561e-24,False
post_2014,2014 post-drift (Jan-Feb only),MAC000037,Std,-37.51518515308392,0.0,False
post_2014,2014 post-drift (Jan-Feb only),MAC000055,Std,-6.973466542574162,8.546515443423244e-10,False
post_2014,2014 post-drift (Jan-Feb only),MAC000112,Std,-6.250188473810179,4.473704029348523e-08,False
post_2014,2014 post-drift (Jan-Feb only),MAC000132,Std,-3.825705764190038,0.002654993957004798,False
post_2014,2014 post-drift (Jan-Feb only),MAC000244,Std,-18.639554602522328,2.0545798681002373e-30,False
post_2014,2014 post-drift (Jan-Feb only),MAC000281,Std,-5.740254156572714,6.299698411335653e-07,False
post_2014,2014 post-drift (Jan-Feb only),MAC000291,Std,-3.4157225223582315,0.01043442728540178,False
post_2014,2014 post-drift (Jan-Feb only),MAC000437,Std,-5.680772257794281,8.496596063792874e-07,False
post_2014,2014 post-drift (Jan-Feb only),MAC000649,Std,-5.914811314076165,2.587808956220293e-07,False
post_2014,2014 post-drift (Jan-Feb only),MAC000730,Std,-7.116290584078375,3.8233044170881826e-10,False
post_2014,2014 post-drift (Jan-Feb only),MAC000734,Std,-3.723111152655865,0.003799572432785761,False
post_2014,2014 post-drift (Jan-Feb only),MAC000823,Std,-6.237600142662318,4.783227543154672e-08,False
post_2014,2014 post-drift (Jan-Feb only),MAC000846,Std,-6.263675633202255,4.163921422501508e-08,False
post_2014,2014 post-drift (Jan-Feb only),MAC000854,Std,-4.076764747295382,0.001057810779787774,False
post_2014,2014 post-drift (Jan-Feb only),MAC000934,Std,-3.505452515291613,0.007848161150591644,False
post_2014,2014 post-drift (Jan-Feb only),MAC000981,Std,-4.054998694207338,0.0011483801435482604,False
post_2014,2014 post-drift (Jan-Feb only),MAC000989,Std,-3.608432303005594,0.005601851469714648,False
post_2014,2014 post-drift (Jan-Feb only),MAC001486,Std,-6.519810660499011,1.0490272423645362e-08,False
post_2014,2014 post-drift (Jan-Feb only),MAC001531,Std,-5.469125526914443,2.420915969467958e-06,False
post_2014,2014 post-drift (Jan-Feb only),MAC001684,Std,-5.6809466503791874,8.489172897433512e-07,False
post_2014,2014 post-drift (Jan-Feb only),MAC001689,Std,-3.870305037269151,0.0022645860801244985,False
post_2014,2014 post-drift (Jan-Feb only),MAC001843,Std,-5.09881362092582,1.4096205496943687e-05,False
post_2014,2014 post-drift (Jan-Feb only),MAC001877,Std,-5.631026750725644,1.0894332587731743e-06,False
post_2014,2014 post-drift (Jan-Feb only),MAC001882,Std,-6.477561054978934,1.3195113005676464e-08,False
post_2014,2014 post-drift (Jan-Feb only),MAC001903,Std,-5.5703879276620345,1.472020002744645e-06,False
post_2014,2014 post-drift (Jan-Feb only),MAC001980,Std,-4.444697237046355,0.00024719210608728487,False
post_2014,2014 post-drift (Jan-Feb only),MAC002071,Std,-15.461742367349945,2.700208406392222e-28,False
post_2014,2014 post-drift (Jan-Feb only),MAC002191,Std,-5.460796100682414,2.5213125575287565e-06,False
post_2014,2014 post-drift (Jan-Feb only),MAC002244,Std,-4.088214929716489,0.0010128905375662153,False
post_2014,2014 post-drift (Jan-Feb only),MAC002669,Std,-5.998262876073936,1.6812125751421846e-07,False
post_2014,2014 post-drift (Jan-Feb only),MAC002684,Std,-3.315955152015411,0.014180169441884076,False
post_2014,2014 post-drift (Jan-Feb only),MAC002704,Std,-6.223534360292224,5.1540153768201877e-08,False
post_2014,2014 post-drift (Jan-Feb only),MAC002734,Std,-7.1113753693049775,3.9310407851122254e-10,False
post_2014,2014 post-drift (Jan-Feb only),MAC002784,Std,-6.705646220594653,3.7912673173530216e-09,False
post_2014,2014 post-drift (Jan-Feb only),MAC002882,Std,-6.036422214885223,1.3785929677046403e-07,False
post_2014,2014 post-drift (Jan-Feb only),MAC002896,Std,-3.716552915982765,0.003886256088001731,False
post_2014,2014 post-drift (Jan-Feb only),MAC003162,Std,-6.297879376502271,3.469768685735836e-08,False
post_2014,2014 post-drift (Jan-Feb only),MAC003280,Std,-4.786797677551328,5.7638479233806894e-05,False
post_2014,2014 post-drift (Jan-Feb only),MAC003443,Std,-5.604152294814546,1.24523683624341e-06,False
post_2014,2014 post-drift (Jan-Feb only),MAC003750,Std,-5.8841041733315205,3.0299940836774637e-07,False
post_2014,2014 post-drift (Jan-Feb only),MAC003948,Std,0.19900331808943209,0.9722056376490746,True
post_2014,2014 post-drift (Jan-Feb only),MAC003985,Std,-7.418304047627138,6.841996783275627e-11,False
post_2014,2014 post-drift (Jan-Feb only),MAC004014,Std,-4.532873105619375,0.0001714254105794653,False
post_2014,2014 post-drift (Jan-Feb only),MAC004067,Std,,,True
post_2014,2014 post-drift (Jan-Feb only),MAC004101,Std,-5.267160983120415,6.4017668785580835e-06,False
post_2014,2014 post-drift (Jan-Feb only),MAC004405,Std,-4.4798148394880215,0.00021383038622085717,False
post_2014,2014 post-drift (Jan-Feb only),MAC004443,Std,-6.389313408762981,2.1252998699608634e-08,False
post_2014,2014 post-drift (Jan-Feb only),MAC004455,Std,-3.9152413904733296,0.0019254985709046084,False
post_2014,2014 post-drift (Jan-Feb only),MAC004463,Std,-6.562635684974035,8.307488693630039e-09,False
post_2014,2014 post-drift (Jan-Feb only),MAC004500,Std,-4.134773067817812,0.0008479894889989153,False
post_2014,2014 post-drift (Jan-Feb only),MAC004703,Std,-5.8693497258419,3.267980406013384e-07,False
post_2014,2014 post-drift (Jan-Feb only),MAC004737,Std,-6.2085360344738545,5.580516436131677e-08,False
post_2014,2014 post-drift (Jan-Feb only),MAC004860,Std,-4.022497059408062,0.0012971848270661767,False
post_2014,2014 post-drift (Jan-Feb only),MAC004887,Std,-2.9354668702388174,0.04137640824569477,False
post_2014,2014 post-drift (Jan-Feb only),MAC004904,Std,-6.762071850391169,2.7759502174141845e-09,False
post_2014,2014 post-drift (Jan-Feb only),MAC004927,Std,-5.581599069690351,1.3925823659619905e-06,False
post_2014,2014 post-drift (Jan-Feb only),MAC004974,Std,-6.73950429555134,3.1449739802278106e-09,False
post_2014,2014 post-drift (Jan-Feb only),MAC004998,Std,-5.2233933186242485,7.874994323337079e-06,False
post_2014,2014 post-drift (Jan-Feb only),MAC005363,Std,-2.6841089053817893,0.07682872088713454,True
post_2014,2014 post-drift (Jan-Feb only),MAC005520,Std,-5.694866171780947,7.916659798348877e-07,False
post_2014,2014 post-drift (Jan-Feb only),MAC000048,ToU,-4.226345502132654,0.0005944112231473233,False
post_2014,2014 post-drift (Jan-Feb only),MAC000052,ToU,-5.670710119519664,8.935800466497437e-07,False
post_2014,2014 post-drift (Jan-Feb only),MAC000082,ToU,-22.98565224503289,0.0,False
post_2014,2014 post-drift (Jan-Feb only),MAC000165,ToU,-4.916133960461569,3.243834313769555e-05,False
post_2014,2014 post-drift (Jan-Feb only),MAC000198,ToU,-1.9873933966766415,0.29212786394036805,True
post_2014,2014 post-drift (Jan-Feb only),MAC000293,ToU,-8.098305841141054,1.3206354011987066e-12,False
post_2014,2014 post-drift (Jan-Feb only),MAC000354,ToU,-3.6119609620293778,0.005536434258419339,False
post_2014,2014 post-drift (Jan-Feb only),MAC000395,ToU,-4.855238796645013,4.2589335907215876e-05,False
post_2014,2014 post-drift (Jan-Feb only),MAC000451,ToU,-3.534129127191608,0.007152646917095693,False
post_2014,2014 post-drift (Jan-Feb only),MAC000470,ToU,-4.986864315864577,2.3560695329443523e-05,False
post_2014,2014 post-drift (Jan-Feb only),MAC000523,ToU,-3.2337369641660447,0.018113041010890382,False
post_2014,2014 post-drift (Jan-Feb only),MAC000561,ToU,-5.060629011114413,1.6812824710217385e-05,False
post_2014,2014 post-drift (Jan-Feb only),MAC000587,ToU,-4.057675005418029,0.0011368657414205549,False
post_2014,2014 post-drift (Jan-Feb only),MAC000617,ToU,-3.623159386267866,0.005333396916756085,False
post_2014,2014 post-drift (Jan-Feb only),MAC000628,ToU,-5.556958831997054,1.5729988733701344e-06,False
post_2014,2014 post-drift (Jan-Feb only),MAC000640,ToU,-3.6599135310637525,0.00471367103120617,False
post_2014,2014 post-drift (Jan-Feb only),MAC000681,ToU,-4.981069936986884,2.4189440468107194e-05,False
post_2014,2014 post-drift (Jan-Feb only),MAC000755,ToU,-2.88679807637199,0.04690488092450383,False
post_2014,2014 post-drift (Jan-Feb only),MAC000772,ToU,-4.342707402097841,0.0003743559890452323,False
post_2014,2014 post-drift (Jan-Feb only),MAC000817,ToU,-2.7038737429482627,0.0733703377832611,True
post_2014,2014 post-drift (Jan-Feb only),MAC000828,ToU,-1.8756432070737243,0.34360462092702065,True
post_2014,2014 post-drift (Jan-Feb only),MAC000895,ToU,-6.103041669098279,9.731549186572755e-08,False
post_2014,2014 post-drift (Jan-Feb only),MAC000935,ToU,-11.638552049823984,2.1748513947758786e-21,False
post_2014,2014 post-drift (Jan-Feb only),MAC000937,ToU,-6.397062721559457,2.0384597031791374e-08,False
post_2014,2014 post-drift (Jan-Feb only),MAC000939,ToU,-5.174860947742456,9.892786500669111e-06,False
post_2014,2014 post-drift (Jan-Feb only),MAC000945,ToU,-5.664844379381869,9.201979544896183e-07,False
post_2014,2014 post-drift (Jan-Feb only),MAC000985,ToU,-4.205404169983445,0.0006451578837690642,False
post_2014,2014 post-drift (Jan-Feb only),MAC001012,ToU,-3.8862123539010445,0.0021386925565644033,False
post_2014,2014 post-drift (Jan-Feb only),MAC001030,ToU,-6.341695460255177,2.7446929029086458e-08,False
post_2014,2014 post-drift (Jan-Feb only),MAC001091,ToU,-4.6030293082408775,0.00012751911366312393,False
post_2014,2014 post-drift (Jan-Feb only),MAC001105,ToU,-2.6409590029677847,0.08482385214040672,True
post_2014,2014 post-drift (Jan-Feb only),MAC001110,ToU,-4.402373487773296,0.000293974800351155,False
post_2014,2014 post-drift (Jan-Feb only),MAC001143,ToU,-5.386713678867744,3.6117848213068785e-06,False
post_2014,2014 post-drift (Jan-Feb only),MAC001182,ToU,-4.442074550678348,0.0002498726116456107,False
post_2014,2014 post-drift (Jan-Feb only),MAC001228,ToU,-5.588559090919647,1.3453856927412784e-06,False
post_2014,2014 post-drift (Jan-Feb only),MAC001318,ToU,-4.194037438168908,0.0006743816453538873,False
post_2014,2014 post-drift (Jan-Feb only),MAC001372,ToU,-3.948743508225855,0.0017040125837172557,False
post_2014,2014 post-drift (Jan-Feb only),MAC001383,ToU,-5.442077676089739,2.761934499263841e-06,False
post_2014,2014 post-drift (Jan-Feb only),MAC001437,ToU,-5.140436721465253,1.1618574272073486e-05,False
post_2014,2014 post-drift (Jan-Feb only),MAC001495,ToU,-2.2858153362675755,0.176583626439817,True
post_2014,2014 post-drift (Jan-Feb only),MAC001556,ToU,-5.457246568453876,2.5653164829524327e-06,False
post_2014,2014 post-drift (Jan-Feb only),MAC001715,ToU,-3.311554477968907,0.0143698232883601,False
post_2014,2014 post-drift (Jan-Feb only),MAC001756,ToU,-6.023010768760821,1.4783081128382734e-07,False
post_2014,2014 post-drift (Jan-Feb only),MAC001770,ToU,-3.5337691822949155,0.007161020737658311,False
post_2014,2014 post-drift (Jan-Feb only),MAC001773,ToU,-5.363607185947802,4.037282102150411e-06,False
post_2014,2014 post-drift (Jan-Feb only),MAC001806,ToU,-1.2355570495629418,0.6581160622174949,True
post_2014,2014 post-drift (Jan-Feb only),MAC001823,ToU,-5.559527897267688,1.553172714165366e-06,False
post_2014,2014 post-drift (Jan-Feb only),MAC001826,ToU,-4.712296890381579,7.978883611869541e-05,False
post_2014,2014 post-drift (Jan-Feb only),MAC001853,ToU,-2.914768236443839,0.043657408119791304,False
post_2014,2014 post-drift (Jan-Feb only),MAC001855,ToU,-5.217571453378092,8.09416316560261e-06,False
post_2014,2014 post-drift (Jan-Feb only),MAC002040,ToU,-1.9618314633263105,0.30355523095203196,True
post_2014,2014 post-drift (Jan-Feb only),MAC002046,ToU,-4.820677142553702,4.964316560096523e-05,False
post_2014,2014 post-drift (Jan-Feb only),MAC002052,ToU,-5.464136912787107,2.4805675888235902e-06,False
post_2014,2014 post-drift (Jan-Feb only),MAC002073,ToU,-25.967728920470353,0.0,False
post_2014,2014 post-drift (Jan-Feb only),MAC002102,ToU,-5.5005413935664205,2.0760978168068616e-06,False
post_2014,2014 post-drift (Jan-Feb only),MAC002182,ToU,-4.952689723079732,2.7509924267294028e-05,False
post_2014,2014 post-drift (Jan-Feb only),MAC002222,ToU,-4.76291676262023,6.400162974071614e-05,False
post_2014,2014 post-drift (Jan-Feb only),MAC002238,ToU,-3.4643081344106075,0.008952469660965646,False
post_2014,2014 post-drift (Jan-Feb only),MAC002265,ToU,-4.463973287685009,0.00022831244158176542,False
post_2014,2014 post-drift (Jan-Feb only),MAC002280,ToU,-3.5321173557441283,0.007199562658935825,False
post_2014,2014 post-drift (Jan-Feb only),MAC002281,ToU,-5.31089053766072,5.198281469681212e-06,False
post_2014,2014 post-drift (Jan-Feb only),MAC002357,ToU,-4.868522973892249,4.014317208649738e-05,False
post_2014,2014 post-drift (Jan-Feb only),MAC002418,ToU,-4.765744346765192,6.321445662224346e-05,False
post_2014,2014 post-drift (Jan-Feb only),MAC002448,ToU,-6.376475296352516,2.2772477017637843e-08,False
post_2014,2014 post-drift (Jan-Feb only),MAC002490,ToU,-0.9876226004518747,0.7577518614295943,True
post_2014,2014 post-drift (Jan-Feb only),MAC002496,ToU,-4.900712383426877,3.4763181263244736e-05,False
post_2014,2014 post-drift (Jan-Feb only),MAC002552,ToU,-2.645701099527698,0.08391476245253138,True
post_2014,2014 post-drift (Jan-Feb only),MAC002574,ToU,-5.2435216153548145,7.160677571591487e-06,False
post_2014,2014 post-drift (Jan-Feb only),MAC002602,ToU,-5.618822454975813,1.1576752166990263e-06,False
post_2014,2014 post-drift (Jan-Feb only),MAC002672,ToU,-5.725644159106491,6.781346313583548e-07,False
post_2014,2014 post-drift (Jan-Feb only),MAC002798,ToU,-4.421163500309159,0.0002722535594812236,False
post_2014,2014 post-drift (Jan-Feb only),MAC002848,ToU,-23.266403294551786,0.0,False
post_2014,2014 post-drift (Jan-Feb only),MAC002891,ToU,-11.130513704142459,3.2911486196841014e-20,False
post_2014,2014 post-drift (Jan-Feb only),MAC002930,ToU,-5.434982956990223,2.8588539751986477e-06,False
post_2014,2014 post-drift (Jan-Feb only),MAC002932,ToU,-4.267504800137287,0.000505426939859757,False
post_2014,2014 post-drift (Jan-Feb only),MAC002963,ToU,-6.806657436968926,2.168099907235967e-09,False
post_2014,2014 post-drift (Jan-Feb only),MAC002985,ToU,-6.034194036782511,1.3946901429959078e-07,False
post_2014,2014 post-drift (Jan-Feb only),MAC003068,ToU,-5.305228113662907,5.340751396552702e-06,False
post_2014,2014 post-drift (Jan-Feb only),MAC003099,ToU,-5.773086166978276,5.336052495809837e-07,False
