stdorToU,pre_mean_kwh,drift_mean_kwh,mean_shift_pct,pre_std_kwh,drift_std_kwh,std_shift_pct,ks_statistic,ks_p_value
Std,0.38260327013848355,0.43548830871307453,13.822421997451617,0.39892366780595295,0.4616696302178275,15.728814175647212,0.07381116466542648,0.0
ToU,0.3228814901923009,0.42219301793499286,30.75788819097195,0.46247669054484836,0.6566627905065939,41.98829993636501,0.08163687959540311,0.0
