LCLid,pre_2011_2012_days,drift_2013_days,post_2014_days
MAC004645,173,365,59
MAC004646,173,365,59
MAC004647,173,365,59
MAC004648,173,365,59
MAC004649,173,154,0
MAC004650,173,365,59
MAC004651,173,365,59
MAC004652,173,365,59
MAC004653,173,365,59
MAC004654,173,365,59
MAC004655,173,365,59
MAC004656,173,365,59
MAC004657,173,365,53
MAC004658,173,303,0
MAC004659,173,224,0
MAC004660,173,365,59
MAC004661,173,365,59
MAC004662,173,365,59
MAC004663,173,365,59
MAC004664,173,365,59
MAC004665,173,365,59
MAC004666,173,365,59
MAC004667,173,365,59
MAC004668,173,365,59
MAC004669,173,365,59
MAC004670,173,365,59
MAC004671,173,365,59
MAC004672,173,365,59
MAC004673,173,365,59
MAC004674,173,365,59
MAC004675,173,365,59
MAC004676,173,365,59
MAC004677,172,365,59
MAC004678,172,365,59
MAC004679,142,0,0
MAC004680,172,365,59
MAC004681,172,365,59
MAC004682,172,365,59
MAC004683,172,365,59
MAC004684,172,365,58
MAC004685,172,365,59
MAC004686,172,365,59
MAC004687,172,365,59
MAC004688,172,365,59
MAC004689,172,365,59
MAC004690,172,365,59
MAC004691,172,365,59
MAC004692,172,365,59
MAC004693,172,365,59
MAC004694,172,365,59
MAC004695,172,365,59
MAC004696,172,365,59
MAC004697,172,365,27
MAC004698,172,365,59
MAC004699,172,365,59
MAC004700,172,365,59
MAC004701,172,365,59
MAC004702,172,365,59
MAC004703,172,365,59
MAC004704,172,248,0
MAC004705,172,365,59
MAC004706,172,365,59
MAC004707,172,365,59
MAC004708,172,365,59
MAC004709,172,365,59
MAC004710,172,365,59
MAC004711,172,365,59
MAC004712,171,322,0
MAC004713,171,365,59
MAC004714,171,365,59
MAC004715,279,365,59
MAC004716,278,364,59
MAC004717,278,365,59
MAC004718,278,365,59
MAC004719,276,365,59
MAC004720,276,365,59
MAC004721,276,365,59
MAC004722,276,365,59
MAC004723,274,365,59
MAC004724,274,365,59
MAC004725,274,365,59
MAC004726,272,365,59
MAC004727,274,365,59
MAC004728,274,365,59
MAC004729,274,365,59
MAC004730,274,365,59
MAC004731,274,365,59
MAC004732,274,365,59
MAC004733,274,365,59
MAC004734,274,365,59
MAC004735,273,365,59
MAC004736,274,365,59
MAC004737,274,365,59
MAC004738,274,365,59
MAC004739,274,365,59
MAC004740,274,365,59
MAC004741,274,365,59
MAC004742,274,365,59
MAC004743,274,365,59
MAC004744,274,365,59
MAC004745,274,365,59
MAC004746,274,365,59
MAC004747,274,365,59
MAC004748,274,365,59
MAC004749,274,365,59
MAC004750,274,261,0
MAC004751,274,365,59
MAC004752,274,365,59
MAC004753,274,365,59
MAC004754,274,365,59
MAC004755,273,197,0
MAC004756,273,58,0
MAC004757,273,365,59
MAC004758,273,365,59
MAC004759,272,365,59
MAC004760,273,365,59
MAC004761,273,365,59
MAC004762,273,365,59
MAC004763,272,365,59
MAC004764,273,365,59
MAC004765,273,365,59
MAC004766,273,365,59
MAC004767,273,365,59
MAC004768,273,365,59
MAC004769,273,327,0
MAC004770,273,184,0
MAC004771,273,365,59
MAC004772,271,365,59
MAC004773,273,365,59
MAC004774,273,365,59
MAC004775,273,365,59
MAC004776,273,365,59
MAC004777,272,365,59
MAC004778,273,365,59
MAC004779,272,365,59
MAC004780,272,365,59
MAC004781,272,365,51
MAC004782,272,365,59
MAC004783,272,365,59
MAC004784,272,365,59
MAC004785,271,365,59
MAC004786,271,365,59
MAC004787,272,365,59
MAC004788,272,365,59
MAC004789,272,365,59
MAC004790,272,365,59
MAC004791,272,365,59
MAC004792,272,365,59
MAC004793,272,365,59
MAC004794,272,365,59
MAC004795,272,365,59
MAC004796,269,365,59
MAC004797,272,136,0
MAC004798,272,217,0
MAC004799,272,365,59
MAC004800,272,365,59
MAC004801,272,365,59
MAC004802,262,0,0
MAC004803,272,365,35
MAC004804,272,365,59
MAC004805,271,365,59
MAC004806,271,365,59
MAC004807,271,365,59
MAC004808,271,365,59
MAC004809,271,365,59
MAC004810,267,301,38
MAC004811,271,365,59
MAC004812,271,365,59
MAC004813,271,365,59
MAC004814,271,365,59
MAC004815,271,365,59
MAC004816,271,365,59
MAC004817,271,365,59
MAC004818,271,365,59
MAC004819,271,365,59
MAC004820,271,365,59
MAC004821,271,365,59
MAC004822,271,365,59
MAC004823,151,365,59
MAC004824,270,365,59
MAC004825,269,365,59
MAC004826,270,365,59
MAC004827,271,365,59
MAC004828,271,365,59
MAC004829,270,365,59
MAC004830,266,365,59
MAC004831,266,365,59
MAC004832,266,365,59
MAC004833,266,365,59
MAC004834,266,365,59
MAC004835,266,365,59
MAC004836,266,365,59
MAC004837,266,365,59
MAC004838,266,365,59
MAC004839,266,365,59
MAC004840,266,365,59
MAC004841,264,365,59
MAC004842,266,365,59
MAC004843,263,365,45
MAC004844,266,365,59
MAC004845,369,365,59
MAC004846,369,58,0
MAC004847,369,365,59
MAC004848,369,365,59
MAC004849,369,365,59
MAC004850,369,365,59
MAC004851,369,365,59
MAC004852,369,365,59
MAC004853,369,365,59
MAC004854,369,45,0
MAC004855,369,365,59
MAC004856,369,365,59
MAC004857,369,365,59
MAC004858,369,365,59
MAC004859,368,365,59
MAC004860,368,365,59
MAC004861,368,365,59
MAC004862,368,365,59
MAC004863,368,365,59
MAC004864,368,365,59
MAC004865,368,365,59
MAC004866,368,365,59
MAC004867,368,365,59
MAC004868,364,365,59
MAC004869,364,365,59
MAC004870,364,324,0
MAC004871,364,185,0
MAC004872,364,365,59
MAC004873,364,323,0
MAC004874,364,365,59
MAC004875,363,365,59
MAC004876,363,365,59
MAC004877,362,365,59
MAC004878,361,365,59
MAC004879,361,365,59
MAC004880,360,234,0
MAC004881,358,365,59
MAC004882,357,365,59
MAC004883,357,135,0
MAC004884,357,365,59
MAC004885,357,365,59
MAC004886,355,365,59
MAC004887,355,365,59
MAC004888,355,93,0
MAC004889,355,365,59
MAC004890,355,365,59
MAC004891,354,365,59
MAC004892,354,365,59
MAC004893,353,62,0
MAC004894,353,365,59
MAC004895,353,365,59
MAC004896,351,319,42
MAC004897,351,365,59
MAC004898,351,365,59
MAC004899,351,365,59
MAC004900,351,365,59
MAC004901,351,365,59
MAC004902,351,365,59
MAC004903,351,365,59
MAC004904,349,365,59
MAC004905,350,365,59
MAC004906,350,365,59
MAC004907,343,356,59
MAC004908,349,365,59
MAC004909,349,365,59
MAC004910,349,365,59
MAC004911,348,365,59
MAC004912,349,365,59
MAC004913,348,365,59
MAC004914,348,365,59
MAC004915,348,365,59
MAC004916,348,365,59
MAC004917,348,360,59
MAC004918,348,365,59
MAC004919,348,365,59
MAC004920,348,365,59
MAC004921,348,365,59
MAC004922,347,365,59
MAC004923,347,365,59
MAC004924,347,365,59
MAC004925,347,365,59
MAC004926,347,365,59
MAC004927,347,365,59
MAC004928,347,365,59
MAC004929,347,365,59
MAC004930,347,365,59
MAC004931,347,365,30
MAC004932,347,365,59
MAC004933,347,365,59
MAC004934,347,365,59
MAC004935,347,365,59
MAC004936,347,365,59
MAC004937,347,365,59
MAC004938,346,365,59
MAC004939,346,58,0
MAC004940,346,365,59
MAC004941,346,365,59
MAC004942,346,196,0
MAC004943,346,365,59
MAC004944,346,365,41
MAC004945,346,365,59
MAC004946,346,365,59
MAC004947,346,365,59
MAC004948,346,365,59
MAC004949,346,247,0
MAC004950,344,365,59
MAC004951,344,365,59
MAC004952,344,365,59
MAC004953,344,365,59
MAC004954,344,365,59
MAC004955,344,365,59
MAC004956,344,365,59
MAC004957,344,365,59
MAC004958,344,365,59
MAC004959,344,365,59
MAC004960,344,365,59
MAC004961,344,71,0
MAC004962,344,365,59
MAC004963,344,365,59
MAC004964,344,365,59
MAC004965,344,365,59
MAC004966,343,365,59
MAC004967,343,365,59
MAC004968,343,240,0
MAC004969,343,365,59
MAC004970,343,365,59
MAC004971,343,365,59
MAC004972,343,365,59
MAC004973,176,365,59
MAC004974,342,365,59
MAC004975,342,365,59
MAC004976,342,261,0
MAC004977,342,365,59
MAC004978,342,365,59
MAC004979,342,365,59
MAC004980,342,365,59
MAC004981,342,365,59
MAC004982,342,365,59
MAC004983,342,365,59
MAC004984,342,365,59
MAC004985,341,365,59
MAC004986,341,365,59
MAC004987,341,365,59
MAC004988,341,365,59
MAC004989,341,365,59
MAC004990,341,365,59
MAC004991,340,287,0
MAC004992,340,365,59
MAC004993,340,365,59
MAC004994,340,365,59
MAC004995,340,181,0
MAC004996,340,365,59
MAC004997,340,96,0
MAC004998,340,365,59
MAC004999,340,365,59
MAC005000,340,365,59
MAC005001,340,365,8
MAC005002,340,365,59
MAC005003,340,365,59
MAC005004,339,365,59
MAC005005,339,365,59
MAC005006,339,365,59
MAC005007,339,365,59
MAC005008,339,365,59
MAC005009,339,365,59
MAC005010,339,365,59
MAC005011,339,365,59
MAC005012,328,0,0
MAC005013,337,365,59
MAC005014,337,365,59
MAC005015,337,365,59
MAC005016,337,365,59
MAC005017,337,365,59
MAC005018,337,365,59
MAC005019,225,365,59
MAC005020,337,365,59
MAC005021,337,365,59
MAC005022,337,365,59
MAC005023,337,365,59
MAC005024,337,365,59
MAC005025,336,365,59
MAC005026,336,365,59
MAC005027,336,365,59
MAC005028,336,365,59
MAC005029,336,365,59
MAC005030,336,365,59
MAC005031,335,365,59
MAC005032,336,365,59
MAC005033,336,365,59
MAC005034,336,365,59
MAC005035,336,365,59
MAC005036,336,365,59
MAC005037,0,362,59
MAC005038,336,365,59
MAC005039,336,365,59
MAC005040,335,365,59
MAC005041,335,365,59
MAC005042,335,365,59
MAC005043,335,365,59
MAC005044,335,365,59
MAC005045,335,365,59
MAC005046,335,365,59
MAC005047,335,122,0
MAC005048,335,365,59
MAC005049,215,365,8
MAC005050,217,365,59
MAC005051,216,365,59
MAC005052,217,365,59
MAC005053,217,365,59
MAC005054,217,365,59
MAC005055,214,365,59
MAC005056,217,330,0
MAC005057,217,148,0
MAC005058,216,365,59
MAC005059,216,365,59
MAC005060,217,365,59
MAC005061,217,86,0
MAC005062,204,0,0
MAC005063,217,365,59
MAC005064,217,365,59
MAC005065,217,365,48
MAC005066,217,365,59
MAC005067,216,365,59
MAC005068,216,365,59
MAC005069,217,365,59
MAC005070,216,365,59
MAC005071,216,365,59
MAC005072,216,365,59
MAC005073,216,365,59
MAC005074,214,365,59
MAC005075,215,365,59
MAC005076,216,365,59
MAC005077,216,208,0
MAC005078,216,365,20
MAC005079,216,365,59
MAC005080,215,365,59
MAC005081,216,365,59
MAC005082,216,365,59
MAC005083,216,365,59
MAC005084,216,206,0
MAC005085,216,365,59
MAC005086,215,365,59
MAC005087,216,140,0
MAC005088,216,365,59
MAC005089,216,365,59
MAC005090,216,247,0
MAC005091,216,365,59
MAC005092,215,9,0
MAC005093,216,365,59
MAC005094,216,58,0
MAC005095,216,365,59
MAC005096,216,365,59
MAC005097,216,364,59
MAC005098,216,365,59
MAC005099,205,0,0
MAC005100,216,210,0
MAC005101,216,365,59
MAC005102,216,365,59
MAC005103,216,365,59
MAC005104,216,365,59
MAC005105,216,365,59
MAC005106,216,365,59
MAC005107,215,365,59
MAC005108,216,365,59
MAC005109,215,365,59
MAC005110,216,365,59
MAC005111,215,219,0
MAC005112,216,365,59
MAC005113,212,365,59
MAC005114,214,365,59
MAC005115,209,362,59
MAC005116,214,365,59
MAC005117,215,365,59
MAC005118,214,49,0
MAC005119,213,365,59
MAC005120,215,365,59
MAC005121,215,365,59
MAC005122,215,365,59
MAC005123,215,365,59
MAC005124,215,365,59
MAC005125,215,365,59
MAC005126,215,365,59
MAC005127,214,365,59
MAC005128,215,365,59
MAC005129,215,365,59
MAC005130,215,365,59
MAC005131,213,365,59
MAC005132,215,365,59
MAC005133,215,365,59
MAC005134,215,365,59
MAC005135,215,365,59
MAC005136,215,365,59
MAC005137,215,365,59
MAC005138,215,365,59
MAC005139,215,365,59
MAC005140,215,365,59
MAC005141,215,365,59
MAC005142,213,365,59
MAC005143,214,365,59
MAC005144,214,365,59
MAC005145,215,332,0
MAC005146,215,365,59
MAC005147,214,365,59
MAC005148,215,365,59
MAC005149,215,365,59
MAC005150,214,365,59
MAC005151,215,365,59
MAC005152,213,365,59
MAC005153,215,365,59
MAC005154,215,327,0
MAC005155,215,365,59
MAC005156,215,365,59
MAC005157,214,365,59
MAC005158,215,70,0
MAC005159,215,365,59
MAC005160,215,365,59
MAC005161,215,365,59
MAC005162,215,365,59
MAC005163,215,365,59
MAC005164,214,365,59
MAC005165,215,365,59
MAC005166,215,365,59
MAC005167,214,365,59
MAC005168,214,365,59
MAC005169,214,365,59
MAC005170,213,365,59
MAC005171,213,193,0
MAC005172,214,365,59
MAC005173,213,365,59
MAC005174,214,365,59
MAC005175,214,193,0
MAC005176,213,365,59
MAC005177,214,365,59
MAC005178,334,365,59
MAC005179,334,365,59
MAC005180,334,365,59
MAC005181,334,365,59
MAC005182,334,365,59
MAC005183,334,365,59
MAC005184,334,365,59
MAC005185,334,365,59
MAC005186,334,365,59
MAC005187,334,365,59
MAC005188,334,365,54
MAC005189,332,365,59
MAC005190,334,365,59
MAC005191,334,365,59
MAC005192,334,365,59
MAC005193,334,365,59
MAC005194,334,365,59
MAC005195,334,365,59
MAC005196,333,365,59
MAC005197,333,365,59
MAC005198,333,365,59
MAC005199,333,365,59
MAC005200,333,365,59
MAC005201,333,365,59
MAC005202,333,327,0
MAC005203,331,365,59
MAC005204,333,365,59
MAC005205,333,323,0
MAC005206,333,365,59
MAC005207,333,365,59
MAC005208,333,365,59
MAC005209,333,265,0
MAC005210,333,365,59
MAC005211,333,365,59
MAC005212,333,365,59
MAC005213,333,365,59
MAC005214,333,365,59
MAC005215,332,115,0
MAC005216,332,365,59
MAC005217,332,365,59
MAC005218,332,365,59
MAC005219,332,365,59
MAC005220,332,365,59
MAC005221,332,365,59
MAC005222,330,365,59
MAC005223,330,365,59
MAC005224,330,365,59
MAC005225,330,365,59
MAC005226,330,365,59
MAC005227,330,365,59
MAC005228,330,365,59
MAC005229,330,365,59
MAC005230,329,354,59
MAC005231,330,365,59
MAC005232,330,365,59
MAC005233,330,365,59
MAC005234,330,365,59
MAC005235,330,365,45
MAC005236,330,365,59
MAC005237,330,365,59
MAC005238,330,365,59
MAC005239,330,365,59
MAC005240,330,365,59
MAC005241,330,365,59
MAC005242,330,365,35
MAC005243,329,365,59
MAC005244,329,365,59
MAC005245,329,365,59
MAC005246,329,365,59
MAC005247,329,365,23
MAC005248,329,365,59
MAC005249,329,365,59
MAC005250,329,365,59
MAC005251,329,362,59
MAC005252,329,365,59
MAC005253,329,365,59
MAC005254,329,365,59
MAC005255,328,365,59
MAC005256,328,365,59
MAC005257,328,365,59
MAC005258,328,365,59
MAC005259,328,365,59
MAC005260,328,365,59
MAC005261,328,365,59
MAC005262,327,365,59
MAC005263,327,365,59
MAC005264,327,365,59
MAC005265,327,365,59
MAC005266,327,365,59
MAC005267,327,365,59
MAC005268,327,365,59
MAC005269,326,365,59
MAC005270,326,365,59
MAC005271,326,365,59
MAC005272,326,365,59
MAC005273,326,365,59
MAC005274,286,0,0
MAC005275,326,365,59
MAC005276,326,365,59
MAC005277,326,365,59
MAC005278,326,365,59
MAC005279,326,365,59
MAC005280,326,365,59
MAC005281,326,86,0
MAC005282,326,365,8
MAC005283,326,365,59
MAC005284,325,365,59
MAC005285,325,365,59
MAC005286,325,23,0
MAC005287,325,287,0
MAC005288,323,365,59
MAC005289,323,365,59
MAC005290,323,365,59
MAC005291,323,365,59
MAC005292,323,365,59
MAC005293,323,365,59
MAC005294,323,365,59
MAC005295,323,365,59
MAC005296,322,365,59
MAC005297,322,365,59
MAC005298,322,365,59
MAC005299,322,365,59
MAC005300,322,365,59
MAC005301,321,365,48
MAC005302,321,365,59
MAC005303,321,365,59
MAC005304,321,365,59
MAC005305,321,365,59
MAC005306,321,365,59
MAC005307,321,365,59
MAC005308,321,365,59
MAC005309,321,365,59
MAC005310,321,365,59
MAC005311,321,365,59
MAC005312,321,365,8
MAC005313,320,365,59
MAC005314,320,365,59
MAC005315,320,365,59
MAC005316,320,330,0
MAC005317,320,365,59
MAC005318,320,365,59
MAC005319,320,365,59
MAC005320,320,365,59
MAC005321,319,365,59
MAC005322,319,212,0
MAC005323,319,365,59
MAC005324,318,365,59
MAC005325,318,365,59
MAC005326,316,365,59
MAC005327,316,365,59
MAC005328,316,365,59
MAC005329,316,365,59
MAC005330,316,365,59
MAC005331,315,333,55
MAC005332,316,365,59
MAC005333,316,365,32
MAC005334,316,365,59
MAC005335,316,365,54
MAC005336,316,365,59
MAC005337,316,365,59
MAC005338,316,365,59
MAC005339,316,365,59
MAC005340,316,365,59
MAC005341,315,365,59
MAC005342,315,365,59
MAC005343,315,365,59
MAC005344,315,365,32
MAC005345,315,365,59
MAC005346,315,365,59
MAC005347,315,364,59
MAC005348,315,365,59
MAC005349,315,365,59
MAC005350,315,365,59
MAC005351,315,365,59
MAC005352,314,365,59
MAC005353,314,327,0
MAC005354,314,238,59
MAC005355,314,365,59
MAC005356,314,365,59
MAC005357,314,365,59
MAC005358,314,365,59
MAC005359,314,365,59
MAC005360,314,365,59
MAC005361,314,364,59
MAC005362,314,365,59
MAC005363,314,365,59
MAC005364,314,365,59
MAC005365,314,365,59
MAC005366,314,365,59
MAC005367,313,365,59
MAC005368,313,365,59
MAC005369,313,365,59
MAC005370,292,0,0
MAC005371,313,365,59
MAC005372,313,365,59
MAC005373,313,365,59
MAC005374,313,365,59
MAC005375,313,365,59
MAC005376,313,365,59
MAC005377,312,365,59
MAC005378,313,365,59
MAC005379,312,365,59
MAC005380,312,365,59
MAC005381,312,365,8
MAC005382,312,365,59
MAC005383,312,365,59
MAC005384,312,365,39
MAC005385,312,365,59
MAC005386,312,365,45
MAC005387,312,365,59
MAC005388,312,365,59
MAC005389,311,365,59
MAC005390,311,365,59
MAC005391,311,66,0
MAC005392,309,365,59
MAC005393,309,365,59
MAC005394,309,365,59
MAC005395,309,365,59
MAC005396,309,365,59
MAC005397,309,365,59
MAC005398,309,365,59
MAC005399,309,365,59
MAC005400,309,365,59
MAC005401,309,365,59
MAC005402,309,365,59
MAC005403,309,365,59
MAC005404,309,365,59
MAC005405,309,365,59
MAC005406,309,365,59
MAC005407,308,365,59
MAC005408,308,365,59
MAC005409,308,365,59
MAC005410,308,365,59
MAC005411,308,365,59
MAC005412,308,365,59
MAC005413,308,365,59
MAC005414,308,365,59
MAC005415,307,365,59
MAC005416,307,365,59
MAC005417,307,365,18
MAC005418,307,365,59
MAC005419,307,365,59
MAC005420,307,365,59
MAC005421,307,365,59
MAC005422,307,365,59
MAC005423,306,365,59
MAC005424,262,365,59
MAC005425,262,365,59
MAC005426,262,365,59
MAC005427,262,365,51
MAC005428,262,365,8
MAC005429,261,365,59
MAC005430,262,365,59
MAC005431,262,365,59
MAC005432,262,365,59
MAC005433,262,365,59
MAC005434,262,365,59
MAC005435,262,365,59
MAC005436,262,365,59
MAC005437,260,365,59
MAC005438,260,365,59
MAC005439,260,365,59
MAC005440,260,365,59
MAC005441,260,365,59
MAC005442,260,365,59
MAC005443,257,365,59
MAC005444,260,365,59
MAC005445,260,365,59
MAC005446,260,365,59
MAC005447,259,365,59
MAC005448,260,365,59
MAC005449,260,365,59
MAC005450,258,365,59
MAC005451,260,365,59
MAC005452,260,365,59
MAC005453,260,365,59
MAC005454,260,136,0
MAC005455,260,365,59
MAC005456,260,362,59
MAC005457,260,365,59
MAC005458,260,365,59
MAC005459,260,365,59
MAC005460,259,365,59
MAC005461,260,365,59
MAC005462,259,365,59
MAC005463,260,365,59
MAC005464,260,365,59
MAC005465,258,365,59
MAC005466,260,365,59
MAC005467,260,361,59
MAC005468,260,365,59
MAC005469,260,365,59
MAC005470,260,365,59
MAC005471,260,365,59
MAC005472,260,365,59
MAC005473,260,365,59
MAC005474,260,365,59
MAC005475,260,365,59
MAC005476,260,365,8
MAC005477,260,365,59
MAC005478,260,365,59
MAC005479,260,365,59
MAC005480,260,365,59
MAC005481,259,365,59
MAC005482,259,365,59
MAC005483,260,343,0
MAC005484,260,365,59
MAC005485,260,365,59
MAC005486,259,365,59
MAC005487,258,365,59
MAC005488,259,365,59
MAC005489,258,365,59
MAC005490,259,365,59
MAC005491,259,365,59
MAC005492,248,247,59
MAC005493,257,365,59
MAC005494,259,141,0
MAC005495,258,365,59
MAC005496,259,344,0
MAC005497,259,365,59
MAC005498,258,365,59
MAC005499,259,365,59
MAC005500,259,365,59
MAC005501,259,365,59
MAC005502,259,365,59
MAC005503,259,365,59
MAC005504,259,365,59
MAC005505,259,365,59
MAC005506,259,323,0
MAC005507,259,365,59
MAC005508,259,365,59
MAC005509,259,365,59
MAC005510,0,103,59
MAC005511,259,365,59
MAC005512,259,365,59
MAC005513,259,66,0
MAC005514,259,365,59
MAC005515,259,365,59
MAC005516,259,365,59
MAC005517,259,365,59
MAC005518,259,365,59
MAC005519,259,365,59
MAC005520,258,365,59
MAC005521,257,365,59
MAC005522,259,365,59
MAC005523,259,365,59
MAC005524,259,365,59
MAC005525,258,365,59
MAC005526,259,365,59
MAC005527,259,365,59
MAC005528,258,365,59
MAC005529,259,365,59
MAC005530,259,365,59
MAC005531,259,320,0
MAC005532,258,365,59
MAC005533,259,365,59
MAC005534,258,365,59
MAC005535,259,365,59
MAC005536,259,365,59
MAC005537,259,365,59
MAC005538,258,365,59
MAC005539,258,365,59
MAC005540,257,365,59
MAC005541,258,365,59
MAC005542,257,365,30
MAC005543,256,365,59
MAC005544,258,365,59
MAC005545,258,365,59
MAC005546,257,365,59
MAC005547,258,365,59
MAC005548,257,365,59
MAC005549,257,365,59
MAC005550,258,365,59
MAC005551,258,365,59
MAC005552,258,365,59
MAC005553,258,365,59
MAC005554,225,365,57
MAC005555,370,365,59
MAC005556,1,0,0
MAC005557,95,365,59
MAC005558,3,232,59
MAC005559,1,0,0
MAC005560,1,0,0
MAC005561,153,365,59
MAC005562,238,365,59
MAC005563,1,0,0
MAC005564,153,365,59
MAC005565,3,0,0
MAC005566,90,365,59
MAC005567,13,365,59
