node_id,node_type,household_count,rmse_test_2012q4,rmse_test_2013,rmse_test_2014,mae_test_2012q4,mae_test_2013,mae_test_2014,count_test_2012q4,count_test_2013,count_test_2014,rmse_increase_2013_vs_2012_pct,mae_increase_2013_vs_2012_pct,exceeds_degradation_threshold
node_std_0,Std,2,0.07717330941340084,0.0744371823707355,0.0750581042162963,0.0759234376006074,0.07280102666917738,0.07491521177620723,91.0,364.0,58.0,-3.5454317865370912,-4.112578447587349,False
node_std_1,Std,2,0.0987684628415089,0.15611294090384342,0.1020153936556681,0.07838320994115137,0.11858803361326783,0.08564843802616515,91.0,364.0,58.0,58.059502408530605,51.29264762479296,True
node_tou_0,ToU,2,0.17199595308356383,1.121363991749958,0.0918130419594192,0.12642140440888458,0.5051773969943707,0.060495972633361816,91.0,364.0,58.0,551.971149114855,299.59799478296895,True
node_tou_1,ToU,2,0.04082719205443981,0.10173715960875485,0.06015314776650992,0.03476164629171183,0.05774332009829008,0.04003720859001423,91.0,364.0,58.0,149.18970541274658,66.1121559483152,True
