node_type,node_count,avg_rmse_2012q4,avg_rmse_2013,avg_rmse_increase_pct,median_rmse_increase_pct,degraded_nodes,degraded_node_share_pct
Std,2,0.08797088612745488,0.11527506163728946,27.257035310996756,27.257035310996756,1,50.0
ToU,2,0.10641157256900183,0.6115505756793564,350.5804272638008,350.5804272638008,2,100.0
Overall,4,0.09719122934822834,0.3634128186583229,188.91873128739877,103.6246039106386,3,75.0
