stdorToU,pre_mean_kwh,drift_mean_kwh,mean_shift_pct,pre_std_kwh,drift_std_kwh,std_shift_pct,ks_statistic,ks_p_value
Std,0.24081413543351002,0.2331547947616431,3.1806026079319136,0.283487744211348,0.2847732399742467,0.45345726196203434,0.09823165060037203,2.9648481520330344e-155
ToU,0.11880382008126512,0.3670753712653809,208.97606744824463,0.15110094176745545,1.0703504268225443,608.367806515604,0.13565484243756687,2.908886241126027e-296
