split_key,split_label,tariff_group,count,rmse,mae
test_2012q4,Test: 2012 Q4,Overall,728,0.1592795120658033,0.10002567283399813
test_2012q4,Test: 2012 Q4,Std,364,0.17125451377659626,0.13509655784774613
test_2012q4,Test: 2012 Q4,ToU,364,0.14632777062638588,0.06495478847524622
test_2013,Test: 2013 drift year,Overall,2912,0.7944112935421661,0.21786917344881937
test_2013,Test: 2013 drift year,Std,1456,0.18919962332799442,0.1418353938139402
test_2013,Test: 2013 drift year,ToU,1456,1.107421378462019,0.29390295308369857
test_2014,Test: 2014 post-drift,Overall,464,0.14005657733764101,0.10024394762927089
test_2014,Test: 2014 post-drift,Std,232,0.15859214531780183,0.12902561549482675
test_2014,Test: 2014 post-drift,ToU,232,0.11866010470265857,0.0714622837459219
