split_key,rmse_overall,rmse_std,rmse_tou,mae_overall,mae_std,mae_tou,count_overall,count_std,count_tou,split_label,rmse_increase_vs_2012_pct,mae_increase_vs_2012_pct
test_2012q4,0.1592795120658033,0.17125451377659626,0.14632777062638588,0.10002567283399813,0.13509655784774613,0.06495478847524622,728.0,364.0,364.0,Test: 2012 Q4,0.0,0.0
test_2013,0.7944112935421661,0.18919962332799442,1.107421378462019,0.21786917344881937,0.1418353938139402,0.29390295308369857,2912.0,1456.0,1456.0,Test: 2013 drift year,398.75296781043016,117.81325461353651
test_2014,0.14005657733764101,0.15859214531780183,0.11866010470265857,0.10024394762927089,0.12902561549482675,0.0714622837459219,464.0,232.0,232.0,Test: 2014 post-drift,-12.068680069926813,0.2182187723295819
