stdorToU,pre_mean_kwh,drift_mean_kwh,mean_shift_pct,pre_std_kwh,drift_std_kwh,std_shift_pct,ks_statistic,ks_p_value
Std,0.45599459890518607,0.4958443494564895,8.739083894190879,0.5637000128479064,0.6477429156369314,14.909153960175786,0.1671983341789278,0.0
ToU,0.18204996488089115,0.24677157562569454,35.55156453182974,0.23723819270831753,0.3128871073581856,31.887325470767603,0.17871427363436496,0.0
