split_key,rmse_overall,rmse_std,rmse_tou,mae_overall,mae_std,mae_tou,count_overall,count_std,count_tou,split_label,rmse_increase_vs_2012_pct,mae_increase_vs_2012_pct
test_2012q4,0.3772476325999466,0.45076576386629946,0.2853800561322984,0.25085374549195005,0.3294241899972434,0.17228331212159043,728.0,364.0,364.0,Test: 2012 Q4,0.0,0.0
test_2013,0.4003197116193927,0.5208825464035469,0.22179521452054934,0.2595002559515146,0.39110951584119064,0.1278909973718308,2912.0,1456.0,1456.0,Test: 2013 drift year,6.115897629479094,3.446833310225387
test_2014,0.3760222998686614,0.45557867763183,0.27428745968345103,0.2537616367997794,0.3215721968946786,0.18595106026221966,464.0,232.0,232.0,Test: 2014 post-drift,-0.3248085939838289,1.1591978832632912
